Rank,User Name,Display Name,Department,Identity Type,Platforms,Risk Score,Severity,Detected Risks,days_since_last_login,direct_groups,all_effective_groups,inherited_via,AWS_api_key_age
333,antonio.norman,Antonio Norman,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,30,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,143.0
334,carrie.crane,Carrie Crane,Finance,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,95,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,,58.0
335,joshua.oconnell,Joshua Oconnell,Sales,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,32,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,71.0
336,terri.mason,Terri Mason,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,167,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,91.0
337,ashley.jordan,Ashley Jordan,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,90,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,98.0
338,nicole.frost,Nicole Frost,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,39,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,29.0
339,victor.baker,Victor Baker,Engineering,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,114,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,10.0
340,kenneth.scott,Kenneth Scott,Sales,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,99,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,59.0
341,benjamin.beck,Benjamin Beck,Sales,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,143,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,198.0
342,matthew.adams,Matthew Adams,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,75,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,12.0
343,kevin.drake,Kevin Drake,Finance,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,134,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,,51.0
344,christopher.lang,Christopher Lang,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,87,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,185.0
345,patrick.young,Patrick Young,External,Contractor,"Active Directory, AWS IAM, Okta",0.0,Low,None,124,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,,65.0
346,robert.adams,Robert Adams,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,182,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,106.0
347,nancy.cook,Nancy Cook,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,59,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,155.0
348,robin.brown,Robin Brown,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,174,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,106.0
349,donald.perez,Donald Perez,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,117,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,176.0
350,sophia.moore,Sophia Moore,Finance,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,93,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,,136.0
351,donald.farmer,Donald Farmer,Engineering,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,223,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,181.0
352,joseph.bennett,Joseph Bennett,Engineering,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,151,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,12.0
353,kevin.kennedy,Kevin Kennedy,Engineering,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,130,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,108.0
354,jessica.valdez,Jessica Valdez,External,Contractor,"Active Directory, AWS IAM, Okta",0.0,Low,None,197,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,,177.0
355,colton.terry,Colton Terry,External,Contractor,"Active Directory, AWS IAM, Okta",0.0,Low,None,16,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,,84.0
356,daniel.salinas,Daniel Salinas,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,14,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,33.0
357,anthony.nash,Anthony Nash,External,Contractor,"Active Directory, AWS IAM, Okta",0.0,Low,None,110,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,,181.0
358,david.michael,David Michael,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,15,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,125.0
359,alejandra.king,Alejandra King,External,Contractor,"Active Directory, AWS IAM, Okta",0.0,Low,None,59,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,,151.0
360,matthew.palmer,Matthew Palmer,External,Contractor,"Active Directory, AWS IAM, Okta",0.0,Low,None,135,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,,30.0
361,kara.jackson,Kara Jackson,External,Contractor,"Active Directory, AWS IAM, Okta",0.0,Low,None,215,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,,137.0
362,william.ramos,William Ramos,External,Contractor,"Active Directory, AWS IAM, Okta",0.0,Low,None,51,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,,192.0
363,seth.matthews,Seth Matthews,External,Contractor,"Active Directory, AWS IAM, Okta",0.0,Low,None,15,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,,169.0
364,matthew.miller,Matthew Miller,Finance,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,32,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,,110.0
365,alexis.robertson,Alexis Robertson,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,235,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,169.0
366,lindsay.bell,Lindsay Bell,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,278,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,161.0
367,brenda.lawson,Brenda Lawson,Engineering,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,137,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,169.0
368,matthew.parker,Matthew Parker,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,80,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,148.0
369,michael.stafford,Michael Stafford,Sales,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,152,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,84.0
370,ashley.hernandez,Ashley Hernandez,External,Contractor,"Active Directory, AWS IAM, Okta",0.0,Low,None,72,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,,105.0
371,donald.ellis,Donald Ellis,External,Contractor,"Active Directory, AWS IAM, Okta",0.0,Low,None,282,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,,119.0
372,robert.contreras,Robert Contreras,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,208,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,78.0
373,sharon.beard,Sharon Beard,External,Contractor,"Active Directory, AWS IAM, Okta",0.0,Low,None,38,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,,184.0
374,svc-carry-test,svc-carry-test,Engineering,Service Account,"Active Directory, AWS IAM",0.0,Low,None,261,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-VPN-Access|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-VPN-Access|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,156.0
375,taylor.heath,Taylor Heath,Finance,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,72,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|GG-ReadOnly-FS|Concur|SAP S4HANA|GG-SAP-Users|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess|GG-Finance-Staff,,119.0
376,svc-protect-test,svc-protect-test,Engineering,Service Account,"Active Directory, AWS IAM",0.0,Low,None,73,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-VPN-Access|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-VPN-Access|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,97.0
377,vanessa.davis,Vanessa Davis,Engineering,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,90,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,139.0
378,leslie.bell,Leslie Bell,HR,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,18,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,GG-HRIS-Access|Workday|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|BambooHR|GG-HR-Staff|ServiceNow,,24.0
379,nichole.walker,Nichole Walker,IT,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,Cross-Platform Admin,12,Slack|GG-Domain-Admins|GG-ServiceDesk|GG-IT-Staff|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,Slack|GG-Domain-Admins|GG-IT-Staff|GG-ServiceDesk|Okta Admin Console|GitHub Enterprise|arn:aws:iam::aws:policy/AdministratorAccess|AWS SSO|GG-Infra-Ops|CyberArk|ServiceNow,,145.0
380,michael.cox,Michael Cox,Sales,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,152,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,147.0
381,laura.mckinney,Laura Mckinney,Engineering,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,102,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,117.0
382,svc-source-dev,svc-source-dev,Engineering,Service Account,"Active Directory, AWS IAM",0.0,Low,None,211,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-VPN-Access|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-VPN-Access|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,23.0
383,svc-south-prod,svc-south-prod,Engineering,Service Account,"Active Directory, AWS IAM",0.0,Low,None,5,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-VPN-Access|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-VPN-Access|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,31.0
384,john.hernandez,John Hernandez,Sales,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,85,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|HubSpot|GG-Sales-Staff|Zoom,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Salesforce|GG-CRM-Access|GG-Sales-Staff|Zoom|HubSpot,,124.0
385,steve.mason,Steve Mason,External,Contractor,"Active Directory, AWS IAM, Okta",0.0,Low,None,49,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,,132.0
386,dan.dougherty,Dan Dougherty,Engineering,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,131,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-VPN-Access|GitHub Enterprise|Confluence|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess|AWS SSO|arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|GG-Git-Users|GG-Dev-Staff,,164.0
387,james.padilla,James Padilla,Legal,Employee,"Active Directory, AWS IAM, Okta",0.0,Low,None,38,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,Relativity|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|GG-DLP-Policy|Slack|GG-Legal-Staff|SharePoint|DocuSign,,41.0
388,julie.wilson,Julie Wilson,External,Contractor,"Active Directory, AWS IAM, Okta",0.0,Low,None,166,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,,153.0
389,brian.brown,Brian Brown,External,Contractor,"Active Directory, AWS IAM, Okta",0.0,Low,None,96,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,,109.0
390,jason.price,Jason Price,External,Contractor,"Active Directory, AWS IAM, Okta",0.0,Low,None,17,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|Slack|Jira|GG-Contractors|GG-Guest-Access,,195.0
